% Context
% Information about more than 4600 companies tradable on Robinhood website
% Source
% The information is scraped from Robinhood website
% Inspiration
% The dataset contains useful information about Public Companies are being traded in US Stock market. Information about company size, market cap, PE ratio, list date, etc. is provided which can provide some insights about stock market in the US.
@RELATION Stock-Information

@ATTRIBUTE simple_name STRING
@ATTRIBUTE name STRING
@ATTRIBUTE symbol STRING
@ATTRIBUTE bloomberg_unique STRING
@ATTRIBUTE margin_initial_ratio REAL
@ATTRIBUTE maintenance_ratio REAL
@ATTRIBUTE country STRING
@ATTRIBUTE day_trade_ratio REAL
@ATTRIBUTE list_date STRING
@ATTRIBUTE type STRING
@ATTRIBUTE default_collar_fraction REAL
@ATTRIBUTE open REAL
@ATTRIBUTE high REAL
@ATTRIBUTE low REAL
@ATTRIBUTE volume INTEGER
@ATTRIBUTE average_volume_2_weeks REAL
@ATTRIBUTE average_volume REAL
@ATTRIBUTE high_52_weeks REAL
@ATTRIBUTE dividend_yield REAL
@ATTRIBUTE float REAL
@ATTRIBUTE low_52_weeks REAL
@ATTRIBUTE market_cap REAL
@ATTRIBUTE pb_ratio REAL
@ATTRIBUTE pe_ratio REAL
@ATTRIBUTE shares_outstanding REAL
@ATTRIBUTE description STRING
@ATTRIBUTE ceo STRING
@ATTRIBUTE headquarters_city STRING
@ATTRIBUTE headquarters_state STRING
@ATTRIBUTE sector STRING
@ATTRIBUTE industry STRING
@ATTRIBUTE num_employees REAL
@ATTRIBUTE year_founded REAL

@DATA
FEMSA,'FOMENTO ECONOMICO MEXICANO, S.A.B. DE C.V.',FMX,EQ0015823700009100,0.5,0.25,MX,0.25,5/11/1998,adr,0.05,85.33,85.99,84.1,146276,680658.9,680658.9,100.35,1.76709,216118000.0,79.8,17589827742.0,2.24489,27.9172,216118000.0,'Fomento Economico Mexicano SAB de CV operates as a holding company, which engages in the production, distribution, and marketing of beverages. The firm also produces, markets, sells, and distributes Coca-Cola trademark beverages, including sparkling beverages. It operates through the following segments: Coca-Cola FEMSA; FEMSA-Comercio Proximity Division; FEMSA-Comercio Health Division; FEMSA-Comercio Fuel Division; Heineken Investment; and Other. The Coca-Cola FEMSA segment produces, markets, sells, and distributes Coca-Cola trademark beverages through standard bottler agreements in the territories where it operates. The FEMSA-Comercio Proximity Division segment operates a chain of small-format stores in Mexico. The FEMSA-Comercio Health Division segment involves drugstores and related operations. The FEMSA-Comercio Fuel Division segment deals with retail service stations for fuels, motor oils, and other car care products. The Heineken Investment segment invests in Heineken and distributes beer in a large number of countries. The Other segment involves other companies and corporate activities. The company was founded by Isaac Garza, Jos Caldern, Jos A. Muguerza, Francisco G. Sada, and Joseph M. Schnaider in 1890 and is headquartered in Monterrey, Mexico.','Miguel Eduardo Padilla Silva',Monterrey,'Nuevo Leon','Consumer Non-Durables','Beverages: Non-Alcoholic',229871.0,1890.0
Morrisons,'WM Morrison Supermarkets Plc Unsponsored ADR (UK)',MRWSY,EQ0000000007120340,1.0,1.0,GB,1.0,10/28/2008,adr,0.05,11.87,11.88,11.7755,49709,95703.6,95703.6,15.3,6.26913,463483000.0,10.65,5260539646.0,1.0037,13.42,478824813.4,'WM Morrison Supermarkets Plc engages in the operation of retail supermarket stores under the Morrisons brand. The company was founded by William Morrison Murdock in 1899 and is headquartered in Bradford, the United Kingdom. MRWSY is listed on the Pink Current market tier. OTC market data is provided by OTC Markets Group, Inc (otcmarkets.com).','David T. Potts',Bradford,'West Yorkshire','Retail Trade','Food Retail',?,1940.0
Novozymes,'Novozymes A/S Unsponsored American Depositary Receipt',NVZMY,EQ0000000000359391,1.0,1.0,DK,1.0,10/3/2005,adr,0.05,53.54,53.95,53.28,30410,20832.3,20832.3,55.51,0.98172,233882000.0,39.96,14675862660.0,8.7502,33.1,227592683.0,'Novozymes A/S engages in the research and development of biotechnology solutions, which produces industrial enzymes and microorganisms. Its business areas include agriculture, bioenergy, biopharma, food and beverage, household care, leather, pulp and paper, textile and wastewater solutions. The company was founded in 2000 and is headquartered in Copenhagen, Denmark. NVZMY is listed on the Pink Current market tier. OTC market data is provided by OTC Markets Group, Inc (otcmarkets.com).','Ester Baiget',Copenhagen,'Capital Region','Health Technology',Biotechnology,6125.0,2000.0
Bachoco,'Industrias Bachoco SAB De C.V.',IBA,EQ0030220200009000,0.5,0.25,MX,0.25,9/19/1997,adr,0.05,44.687,44.687,43.31,2223,6889.5,6889.5,57.0,1.94742,50000000.0,41.26,2135226004.0,1.07716,11.2124,50000000.0,'Industrias Bachoco SAB de CV is a holding company, which engages breeding, processing, and marketing poultry such as chicken, eggs, pork, balanced feed, and other meat products. It operates through Poultry and Other segments. The Poultry segment includes chicken and egg operations. The Other segment consists of operations of pigs and balanced feed for animal consumption. The company was founded by Enrique Robinson Bours Almada, Mario Javier Robinson Bours Almada, and Juan Bautista S. Robinson Bours Almada in 1952 and is headquartered in Celaya, Mexico.','Rodolfo Ramos Arvizu',Celaya,Guanajuato,'Process Industries','Agricultural Commodities/Milling',27597.0,1952.0
'Seneca Foods','Seneca Foods Corp. Class A Common Stock',SENEA,EQ0010676000002000,0.8,0.75,US,0.25,9/26/1995,stock,0.05,37.24,37.96,36.65,6179,31278.0,31278.0,41.88,?,6460724.882,21.967,335605400.0,0.796468,15.4826,9152371.0,'Seneca Foods Corp. engages in the processing and sale of packaged fruits and vegetables. The company offers canned, frozen and bottled produce, and snack chips products. It operates through the following segments: Packaging and Sale of Fruits and Vegetables, Packaging and Sale of Prepared Food Products, Sale of Snack Products, and Other Products. The company was founded by Arthur S. Wolcott in 1949 and is headquartered in Marion, NY.','Kraig H. Kayser, MBA',Marion,'New York','Consumer Non Durables','Food Specialty Or Candy',3700.0,1949.0
'ProShares Ultra Consumer Goods','ProShares Ultra Consumer Good',UGE,EQ0000000003226457,1.0,1.0,US,0.5,2/1/2007,etp,0.05,49.73,49.73,49.73,613,5089.2,5089.2,58.5129,0.93199,?,39.7312,6803760.0,?,?,150000.0,'UGE provides 2x exposure to a market-cap weighted index of companies that produce consumer goods such as autos, household products, cosmetics, food and tobacco.',?,?,?,Miscellaneous,'Investment Trusts Or Mutual Funds',?,?
'ProShares UltraShort Consumer Services ETF','ProShares UltraShort Consumer Services',SCC,EQ0000000003226557,1.0,1.0,US,0.5,2/1/2007,etp,0.05,14.4325,14.4325,14.37,2282,10719.6,10719.6,18.5499,2.48856,?,11.5534,935884.368,?,?,62320.0,'SCC provides -2x exposure to a market-cap weighted index that tracks the performance of companies that produce consumer goods such as autos, household products, cosmetics, food and tobacco.',?,?,?,Miscellaneous,'Investment Trusts Or Mutual Funds',?,?
'Embotelladora Andina','Embotelladora Andina S.A. Series A',AKO.A,EQ0014833000009000,0.68,0.6,CL,0.25,5/25/1999,adr,0.05,?,?,?,0,2522.0,2522.0,20.35,3.56558,58727200.0,11.76,2177389542.0,1.69893,8.67865,78881500.0,'Embotelladora Andina SA engages in the production and distribution of Coca-Cola products. It operates through the following segments: Chile Operation, Argentina Operation, Brazil Operation, and Paraguay Operation. The Chile Operation segment produces, markets and distributes beverages under The Coca-Cola Company trademarks in the metropolitan region of Santiago, and the provinces of Cachapoal and San Antonio, as well as the regions of Antofagasta, Atacama, Coquimbo, Aysn, and Magallanes. The Argentina Operation segment covers provinces of Crdoba, Mendoza, San Juan, San Luis, Entre Rios, western part of the province of Buenos Aires and most of Santa Fe, as well as La Pampa, Neuqun, Ro Negro, Chubut, Santa Cruz, and Tierra del Fuego. The Brazil Operation segment includes the production and distribution in the State of Rio de Janeiro, and the entirety of the State of Esprito Santo. The Paraguay Operation segment offers beverages in the entire country. The company was founded on February 7, 1946 and is headquartered in Santiago, Chile.','Miguel Angel Peirano',Santiago,'Santiago (Metropolitana)','Consumer Non-Durables','Beverages: Non-Alcoholic',16167.0,1946.0
'ICC Holdings','ICC Holdings, Inc. Common Stock',ICCH,EQ0000000052266787,0.5,0.25,US,0.25,3/28/2017,stock,0.05,?,?,?,0,681.8,681.8,15.02,?,908956.975,12.75,43175991.0,0.635543,9.35211,3299000.0,'ICC Holdings, Inc. operates as an insurance holding company, which focuses on the food and beverage industry. It operates as a specialty insurance carrier primarily underwriting commercial multi-peril, liquor liability, worker\'s compensation, and umbrella liability coverage for the food and beverage. The company was founded in 2016 and is headquartered in Rock Island, IL.','Arron K. Sutherland','Rock Island',Illinois,Finance,'Property/Casualty Insurance',97.0,2016.0
'Embotelladora Andina','Embotelladora Andina S.A. Series B',AKO.B,EQ0014833000009100,0.5,0.25,CL,0.25,5/25/1999,adr,0.05,14.8,14.9577,14.8,6253,6005.7,6005.7,22.99,3.44056,78831800.0,13.854,1183203000.0,1.7905,13.07,78880217.0,'Embotelladora Andina SA engages in the production and distribution of Coca-Cola products. It operates through the following segments: Chile Operation, Argentina Operation, Brazil Operation, and Paraguay Operation. The Chile Operation segment produces, markets and distributes beverages under The Coca-Cola Company trademarks in the metropolitan region of Santiago, and the provinces of Cachapoal and San Antonio, as well as the regions of Antofagasta, Atacama, Coquimbo, Aysn, and Magallanes. The Argentina Operation segment covers provinces of Crdoba, Mendoza, San Juan, San Luis, Entre Rios, western part of the province of Buenos Aires and most of Santa Fe, as well as La Pampa, Neuqun, Ro Negro, Chubut, Santa Cruz, and Tierra del Fuego. The Brazil Operation segment includes the production and distribution in the State of Rio de Janeiro, and the entirety of the State of Esprito Santo. The Paraguay Operation segment offers beverages in the entire country. The company was founded on February 7, 1946 and is headquartered in Santiago, Chile.','Miguel Angel Peirano, MBA',Santiago,'Santiago (Metropolitana)','Consumer Non Durables','Beverages Non Alcoholic',16167.0,1946.0
'ProShares UltraShort Consumer Goods','ProShares UltraShort Consumer Goods',SZK,EQ0000000003226485,1.0,1.0,US,0.5,2/1/2007,etp,0.05,11.315,11.315,11.0,1711,11947.5,11947.5,15.39,1.62522,?,9.7501,1404198.052,?,?,112460.0,'SZK tracks the performance of companies that produce consumer goods such as autos, household products, cosmetics, food and tobacco.',?,?,?,Miscellaneous,'Investment Trusts Or Mutual Funds',?,?
'Seneca Foods','Seneca Foods Corp. Class B Common Stock',SENEB,EQ0010676000001000,0.8,0.75,US,0.25,3/26/1990,stock,0.05,?,?,?,0,191.8,191.8,41.0,?,445441.976,24.08,317255245.0,0.738329,14.3524,9154540.0,'Seneca Foods Corp. engages in the processing and sale of packaged fruits and vegetables. The company offers canned, frozen and bottled produce, and snack chips products. It operates through the following segments: Packaging and Sale of Fruits and Vegetables, Packaging and Sale of Prepared Food Products, Sale of Snack Products, and Other Products. The company was founded by Arthur S. Wolcott in 1949 and is headquartered in Marion, NY.','Kraig H. Kayser',Marion,'New York','Consumer Non-Durables','Food: Specialty/Candy',3700.0,1949.0
'Marui Group','Marui Group Co Ltd ADR (Japan)',MAURY,EQ0011408900009000,1.0,1.0,JP,1.0,6/5/2003,adr,0.05,39.04,39.62,39.04,1813,9311.5,9311.5,50.84,1.84863,89021500.0,34.29,4366836815.0,1.61236,18.1774,107606507.0,'Marui Group Co., Ltd. engages in the corporate planning and management of its group companies which are in the retail business. It operates through the following segments: Retailing and Store Operations, Credit Card Services and Retail-related Services. The Retailing and Store Operations segment sells apparel, accessories, interior and household goods, food products, and other sundry goods. The Credit Card Services segment provides credit card, installment sale, consumer loan, insurance, and travel agency services. The Retail-related Services segment includes store remodeling, advertising, building management, real estate leasing, information technology, and trucking operations. The company was founded by Chuji Aoi on February 17, 1931 and is headquartered in Tokyo, Japan. MAURY is listed on the Pink Current market tier. OTC market data is provided by OTC Markets Group, Inc (otcmarkets.com).','Hiroshi Aoi',Tokyo,Tokyo,'Retail Trade','Department Stores',5326.0,1931.0
'Mitsui  Co.','Mitsui  Company, Ltd. American Depositary Shares',MITSY,EQ0011417000009000,1.0,1.0,JP,1.0,1/3/1994,adr,0.05,327.79,332.04,327.01,1298,2242.6,2242.6,370.41,3.89887,77341600.0,292.55,28814523354.0,6.94698,76.0922,86377790.3,'Mitsui  Co., Ltd. engages in the general trading business. It operates through the following segments: Iron and Steel Products, Mineral and Metal Resources, Machinery and Infrastructure, Chemicals, Energy, Lifestyle, Innovation and Corporate Development, and Others. The Iron and Steel Products segment manages the sourcing and supply of iron and steel products; investment in steel service centers; electric furnace steel mills, rolling mills, component manufacturers; and the iron and steel distribution industry. The Mineral and Metal Resources segment handles investment in resource development, production, processing, and trading business; and the environmental recycling business. The Machinery and Infrastructure segment upgrades and maintains infrastructure to facilitate social and economic development through projects in fields such as power generation, energy and mineral resources, marine energy, water supply, and logistics. The Chemicals segment manufactures, trades and sells chemical products in Japan and overseas. The Energy segment explores, develops, produces, and trades energy resources. The Lifestyle segment deals with global sales of food resources and products. The Innovation and Corporate Development segment undertakes information technology, financial technology, and logistics technology services. The Others segment includes corporate staff department performing financial business services. The company was founded on July 25, 1947 and is headquartered in Tokyo, Japan. MITSY is listed on the Pink Current market tier. OTC market data is provided by OTC Markets Group, Inc (otcmarkets.com).','Tatsuo Yasunaga',Tokyo,Tokyo,'Distribution Services','Wholesale Distributors',43993.0,1947.0
'AgroFresh (Warrant)','AgroFresh Solutions, Inc. Warrants',AGFSW,EQ0000000034842373,1.0,1.0,US,0.25,8/3/2015,wrt,0.05,?,?,?,0,?,?,?,?,?,?,?,?,?,?,'AgroFresh Solutions, Inc. engages in the provision of food preservation and waste reduction solutions for fresh produce. It offers products through the following brands: Smarter Freshness, Harvista, LandSpring, SmartFresh, AdvanStore, and ActiMist, Textar, and Teycer. The company was founded on October 24, 2013 and is headquartered in Philadelphia, PA.','Jordi Ferre, MBA',Philadelphia,Pennsylvania,'Process Industries','Chemicals Agricultural',?,2013.0
Fellazo,'Fellazo Inc. Ordinary Shares',FLLC,EQ0000000079749948,0.5,0.25,CN,0.25,10/31/2019,stock,0.05,?,?,?,0,4323.3,4323.3,10.1,?,5823002.575,9.82,74824750.0,5081.22,?,13454500.0,'Fellazo, Inc. is a development stage company. The company currently does not have any operations. It intends to focus on search for businesses in the health food and supplement sector. The company was founded on October 5, 2018 and is headquartered in Yong Kang, China.','Stephen Markscheid','Yong Kang',Zhejiang,Finance,'Financial Conglomerates',?,2018.0
